Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-156210,50949609253,6/5/2023 20:50,,6/6/2023 0:48,A,PROPERTY,ROBBERY,Robbery,120,N,J,J2,BALLARD NORTH,,0,0
2023-156200,50949649272,6/5/2023 20:42,,6/5/2023 23:43,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,S,S,S2,BRIGHTON/DUNLAP,83XX BLOCK OF WABASH AVE S,-122.26851,47.5284222
2023-156195,50949245406,6/5/2023 20:34,,6/5/2023 23:12,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R1,MID BEACON HILL,50XX BLOCK OF 24TH PL S,-122.3015747,47.55676436
2023-157927,50961303985,6/5/2023 20:30,6/6/2023 8:30,6/7/2023 12:33,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,J,J2,BALLARD NORTH,80XX BLOCK OF 15TH AVE NW,-122.3767962,47.68780124
2023-156182,50948984914,6/5/2023 20:23,,6/5/2023 21:55,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,J,J3,GREENWOOD,82XX BLOCK OF AURORA AVE N,-122.3445126,47.68875092
2023-156304,50949315436,6/5/2023 20:00,6/5/2023 22:30,6/5/2023 23:34,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,FREMONT,PHINNEY AVE N / N 46TH ST,-122.3539806,47.6621407
2023-909520,50962028586,6/5/2023 19:50,6/5/2023 19:50,6/7/2023 14:43,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,W,D,D1,SLU/CASCADE,23XX BLOCK OF 3RD AVE,-122.3454439,47.61508874
2023-156173,50949814717,6/5/2023 19:30,,6/6/2023 1:58,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,E,E2,CAPITOL HILL,8XX BLOCK OF E PINE ST,-122.3214643,47.61523069
2023-156134,50948506264,6/5/2023 19:20,6/5/2023 19:23,6/5/2023 19:44,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,M,M2,DOWNTOWN COMMERCIAL,16XX BLOCK OF 5TH AVE,-122.3369385,47.61216878
2023-156532,50951400498,6/5/2023 19:00,6/6/2023 7:10,6/6/2023 7:27,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,NORTH DELRIDGE,65XX BLOCK OF 21ST AVE SW,-122.3596405,47.54471478
2023-156204,50948786450,6/5/2023 18:45,6/5/2023 20:00,6/5/2023 21:00,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E2,CAPITOL HILL,14XX BLOCK OF 10TH AVE,-122.319441,47.613513
2023-909426,50953024751,6/5/2023 18:10,6/5/2023 18:45,6/6/2023 11:43,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G3,MADRONA/LESCHI,23XX BLOCK OF S JACKSON ST,-122.3016853,47.59928482
2023-157187,50956042081,6/5/2023 17:30,6/5/2023 20:30,6/6/2023 19:59,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R1,NORTH BEACON HILL,28XX BLOCK OF 24TH AVE S,-122.3013084,47.57803859
2023-909494,50961457825,6/5/2023 17:00,6/6/2023 9:00,6/7/2023 13:13,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O2,GEORGETOWN,5XX BLOCK OF S LUCILE ST,-122.327631,47.553394
2023-156899,50954676162,6/5/2023 17:00,6/6/2023 11:45,6/6/2023 15:56,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G2,MADRONA/LESCHI,LAKE WASHINGTON BLVD / E TERRACE ST,-122.2835406,47.6046432
2023-909427,50953026153,6/5/2023 16:30,6/5/2023 20:30,6/6/2023 11:43,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E3,FIRST HILL,11XX BLOCK OF PIKE ST,-122.3283588,47.61369803
2023-156052,50948073292,6/5/2023 16:00,,6/5/2023 18:08,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,N,B,B3,WALLINGFORD,14XX BLOCK OF N 46TH ST,-122.3399025,47.6621259
2023-155930,50948102486,6/5/2023 15:42,6/5/2023 16:00,6/5/2023 18:12,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-155919,50948282470,6/5/2023 15:34,,6/5/2023 16:55,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,F,F1,HIGH POINT,24XX BLOCK OF SW HOLDEN ST,-122.3645009,47.53370044
2023-157178,50956841126,6/5/2023 14:40,6/5/2023 15:00,6/6/2023 23:29,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,J,J3,ROOSEVELT/RAVENNA,,0,0
2023-157178,50956937411,6/5/2023 14:40,6/5/2023 15:00,6/6/2023 23:29,A,PERSON,SEX OFFENSES,Fondling,11D,N,J,J3,ROOSEVELT/RAVENNA,,0,0
2023-156484,50950843802,6/5/2023 14:00,6/6/2023 5:30,6/6/2023 5:56,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,HIGHLAND PARK,77XX BLOCK OF HIGHLAND PARK WAY SW,-122.3467914,47.53262532
2023-155815,50947699209,6/5/2023 14:00,,6/5/2023 16:52,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,W,D,D1,BELLTOWN,22XX BLOCK OF 1ST AVE,-122.3458631,47.61299081
2023-155778,50947061000,6/5/2023 13:20,,6/5/2023 14:24,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,S,S,S1,MID BEACON HILL,36XX BLOCK OF S GRAHAM ST,-122.2873165,47.54607698
2023-155777,50946836673,6/5/2023 13:19,,6/5/2023 14:37,A,PROPERTY,ROBBERY,Robbery,120,S,R,R1,NORTH BEACON HILL,27XX BLOCK OF BEACON AVE S,-122.3122112,47.57929089
2023-909399,50952065164,6/5/2023 13:15,6/5/2023 13:20,6/6/2023 9:23,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q3,QUEEN ANNE,2XX BLOCK OF 1ST AVE W,-122.3580486,47.62036281
2023-909396,50951606703,6/5/2023 13:15,6/5/2023 13:15,6/6/2023 8:14,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,2XX BLOCK OF 1ST AVE W,-122.3580486,47.62036281
2023-155834,50949427494,6/5/2023 13:00,,6/6/2023 0:17,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,N,N2,BITTERLAKE,9XX BLOCK OF N 143RD ST,-122.3464272,47.73231409
2023-155721,50946900560,6/5/2023 12:18,,6/5/2023 12:53,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,N,N2,BITTERLAKE,109XX BLOCK OF WHITMAN AVE N,-122.3460891,47.70836079
2023-155724,50946783952,6/5/2023 12:10,6/5/2023 12:45,6/5/2023 14:27,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,L,L1,NORTHGATE,10XX BLOCK OF NE 120TH ST,-122.3159013,47.71581057
2023-156601,50953829378,6/5/2023 12:00,6/6/2023 7:15,6/6/2023 13:34,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G2,MADRONA/LESCHI,1XX BLOCK OF LAKESIDE AVE,-122.2849806,47.60233231
2023-909404,50952128079,6/5/2023 12:00,6/5/2023 14:00,6/6/2023 9:33,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E2,CAPITOL HILL,18XX BLOCK OF NAGLE PL,-122.3200628,47.61816129
2023-155683,50947965180,6/5/2023 11:50,,6/5/2023 17:48,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R1,NORTH BEACON HILL,,0,0
2023-155673,50955732889,6/5/2023 11:41,6/5/2023 11:50,6/6/2023 19:10,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,L,L2,NORTHGATE,5XX BLOCK OF NE NORTHGATE WAY,-122.3219184,47.70858578
2023-155668,50947207731,6/5/2023 11:38,,6/5/2023 15:31,A,PROPERTY,ROBBERY,Robbery,120,W,K,K2,PIONEER SQUARE,,0,0
2023-155697,50946276444,6/5/2023 11:30,6/5/2023 11:32,6/5/2023 13:02,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M2,DOWNTOWN COMMERCIAL,4XX BLOCK OF PINE ST,-122.3373204,47.61132124
2023-155657,50945869463,6/5/2023 11:21,,6/5/2023 12:06,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,S,S1,MID BEACON HILL,21XX BLOCK OF S KENNY ST,-122.3057256,47.54956726
2023-155644,50946155283,6/5/2023 11:06,,6/5/2023 12:36,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,92XX BLOCK OF 24TH AVE SW,-122.363207,47.52010954
2023-156237,50948977026,6/5/2023 11:00,,6/5/2023 21:52,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R2,MOUNT BAKER,33XX BLOCK OF S HORTON ST,-122.2904288,47.57378096
2023-909390,50947290002,6/5/2023 10:30,6/5/2023 11:00,6/5/2023 15:52,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C3,CENTRAL AREA/SQUIRE PARK,9XX BLOCK OF 17TH AVE,-122.310193,47.610959
2023-155591,50945831660,6/5/2023 10:20,,6/5/2023 12:03,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,G,G2,FIRST HILL,,0,0
2023-155591,50945858801,6/5/2023 10:10,,6/5/2023 12:03,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G2,FIRST HILL,,0,0
2023-909433,50953095505,6/5/2023 10:00,6/5/2023 11:05,6/6/2023 11:53,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,D,D3,EASTLAKE - WEST,22XX BLOCK OF MINOR AVE E,-122.3283576,47.63898749
2023-155555,50948072494,6/5/2023 9:34,,6/5/2023 17:30,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U3,SANDPOINT,48XX BLOCK OF SAND POINT WAY NE,-122.2833628,47.66438257
2023-909388,50946744829,6/5/2023 9:20,6/5/2023 10:00,6/5/2023 14:23,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,12XX BLOCK OF 1ST AVE S,-122.334195,47.59135395
2023-909418,50952894501,6/5/2023 9:00,6/5/2023 9:50,6/6/2023 11:23,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,CENTRAL AREA/SQUIRE PARK,17XX BLOCK OF E CHERRY ST,-122.3095833,47.60802868
2023-155504,50945304135,6/5/2023 8:34,6/5/2023 8:37,6/5/2023 10:42,A,PROPERTY,ROBBERY,Robbery,120,N,N,N2,NORTHGATE,,0,0
2023-155504,50946335352,6/5/2023 8:34,6/5/2023 8:37,6/5/2023 10:42,A,PERSON,KIDNAPPING/ABDUCTION,Kidnapping/Abduction,100,N,N,N2,NORTHGATE,,0,0
2023-909397,50952062782,6/5/2023 8:30,6/5/2023 13:20,6/6/2023 9:23,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q3,QUEEN ANNE,2XX BLOCK OF 1ST AVE W,-122.3580486,47.62036281
2023-155477,50945638919,6/5/2023 8:08,,6/5/2023 9:53,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,F,F3,SOUTH PARK,10XX BLOCK OF S HENDERSON ST,-122.3189901,47.52305434
2023-155509,50946745019,6/5/2023 8:04,,6/5/2023 13:51,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,B,B3,WALLINGFORD,42XX BLOCK OF WALLINGFORD AVE N,-122.3362165,47.65856837
2023-155477,50946123787,6/5/2023 8:04,,6/5/2023 9:53,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,F,F3,SOUTH PARK,10XX BLOCK OF S HENDERSON ST,-122.3189901,47.52305434
2023-157188,50955687636,6/5/2023 8:00,6/6/2023 7:00,6/6/2023 18:59,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,L,L1,NORTHGATE,12XX BLOCK OF NE 143RD ST,-122.3140709,47.73213862
2023-909382,50946676804,6/5/2023 8:00,6/5/2023 10:00,6/5/2023 14:13,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,132XX BLOCK OF AURORA AVE N,-122.3449968,47.72503555
2023-155451,50946182731,6/5/2023 7:30,,6/5/2023 9:34,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,,0,0
2023-155451,50946203463,6/5/2023 7:30,,6/5/2023 9:34,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,,0,0
2023-155444,50945858784,6/5/2023 7:08,,6/5/2023 11:59,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R3,GENESEE,44XX BLOCK OF RAINIER AVE S,-122.288011,47.56345666
2023-155439,50944785871,6/5/2023 7:02,,6/5/2023 9:19,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,W,W1,ALKI,25XX BLOCK OF 57TH AVE SW,-122.4052201,47.58034605
2023-155415,50944433401,6/5/2023 7:02,,6/5/2023 8:22,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,W,W1,NORTH ADMIRAL,26XX BLOCK OF CALIFORNIA AVE SW,-122.3865836,47.58025275
2023-909375,50946554717,6/5/2023 7:00,6/5/2023 7:10,6/5/2023 13:53,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE VILLAGE LN,-122.2988996,47.66233536
2023-909383,50946678102,6/5/2023 6:00,6/5/2023 10:00,6/5/2023 14:13,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,46XX BLOCK OF 14TH AVE NW,-122.373595,47.66256693
2023-155400,50944514674,6/5/2023 6:00,6/5/2023 7:00,6/5/2023 8:17,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,S JACKSON ST / 20TH PL S,-122.3046599,47.59926476
2023-909377,50946611440,6/5/2023 5:30,6/5/2023 7:45,6/5/2023 14:03,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,BITTERLAKE,132XX BLOCK OF AURORA AVE N,-122.3449968,47.72503555
2023-909387,50946682113,6/5/2023 5:18,6/5/2023 7:31,6/5/2023 14:13,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,N,U,U2,UNIVERSITY,47XX BLOCK OF ROOSEVELT WAY NE,-122.3174136,47.66402754
2023-155364,50943636215,6/5/2023 4:07,,6/5/2023 5:36,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,J,J2,BALLARD NORTH,83XX BLOCK OF 15TH AVE NW,-122.3768028,47.68966673
2023-155492,50945284894,6/5/2023 4:00,,6/5/2023 10:39,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,W,W1,NORTH ADMIRAL,21XX BLOCK OF BELVIDERE AVE SW,-122.380699,47.58451385
2023-909501,50961654296,6/5/2023 3:00,6/5/2023 5:00,6/7/2023 13:43,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U1,UNIVERSITY,47XX BLOCK OF 18TH AVE NE,-122.3083407,47.66396269
2023-909391,50947291747,6/5/2023 2:40,6/5/2023 2:45,6/5/2023 15:52,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U1,UNIVERSITY,56XX BLOCK OF 15TH AVE NE,-122.3118915,47.6700834
2023-155551,50947441154,6/5/2023 2:38,,6/5/2023 15:57,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,C,C3,MADRONA/LESCHI,11XX BLOCK OF 34TH AVE,-122.289339,47.612263
2023-155345,50949584061,6/5/2023 2:32,,6/5/2023 21:39,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,N,U,U2,UNIVERSITY,45XX BLOCK OF 7TH AVE NE,-122.3207201,47.66247336
2023-155336,50942882647,6/5/2023 1:59,,6/5/2023 3:05,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,R,R2,NORTH BEACON HILL,22XX BLOCK OF RAINIER AVE S,-122.3020041,47.58340084
2023-909437,50953484341,6/5/2023 0:15,6/6/2023 1:15,6/6/2023 12:53,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F1,HIGH POINT,31XX BLOCK OF SW GRAHAM ST,-122.3725245,47.54676422
2023-155754,50946849074,6/5/2023 0:01,6/5/2023 12:00,6/5/2023 14:34,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,O,O2,GEORGETOWN,46XX BLOCK OF EAST MARGINAL WAY S,-122.3394391,47.56132148
2023-156773,50956572799,6/5/2023 0:00,6/5/2023 0:00,6/6/2023 22:11,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,BALLARD SOUTH,8XX BLOCK OF NW 56TH ST,-122.3673903,47.66943265
2023-155426,50944009780,6/5/2023 0:00,6/5/2023 5:30,6/5/2023 6:45,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,L,L3,LAKECITY,33XX BLOCK OF NE 123RD ST,-122.2920731,47.71732987
2023-155277,50942681726,6/4/2023 23:38,6/5/2023 0:20,6/5/2023 1:13,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E3,FIRST HILL,11XX BLOCK OF 8TH AVE,-122.32945,47.60901496
2023-155288,50949096449,6/4/2023 23:00,,6/5/2023 5:31,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F1,NORTH DELRIDGE,48XX BLOCK OF 25TH AVE SW,-122.3642437,47.55837908
2023-155165,50947687723,6/4/2023 22:50,,6/5/2023 2:21,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,S,R,R3,LAKEWOOD/SEWARD PARK,,0,0
2023-155165,50942791051,6/4/2023 22:50,,6/5/2023 2:21,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R3,LAKEWOOD/SEWARD PARK,,0,0
2023-909380,50946613278,6/4/2023 22:35,6/5/2023 10:35,6/5/2023 14:03,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B1,BALLARD SOUTH,18XX BLOCK OF NW CENTRAL PL,-122.380475,47.667025
2023-155225,50942570274,6/4/2023 22:02,6/4/2023 22:05,6/5/2023 0:24,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G2,FIRST HILL,14TH AVE / E YESLER WAY,-122.3141619,47.60168876
2023-155207,50941750312,6/4/2023 21:30,6/4/2023 21:37,6/4/2023 22:09,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,E,E3,FIRST HILL,7XX BLOCK OF CHERRY ST,-122.3270688,47.60557243
2023-909417,50952893650,6/4/2023 21:00,6/5/2023 9:00,6/6/2023 11:23,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U3,ROOSEVELT/RAVENNA,47XX BLOCK OF 30TH AVE NE,-122.2956146,47.66391697
2023-155797,50962402977,6/4/2023 21:00,6/6/2023 17:00,6/5/2023 14:45,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F1,NORTH DELRIDGE,56XX BLOCK OF DELRIDGE WAY SW,-122.3629991,47.55101312
2023-155797,50946920646,6/4/2023 21:00,6/5/2023 10:00,6/5/2023 14:45,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,NORTH DELRIDGE,56XX BLOCK OF DELRIDGE WAY SW,-122.3629991,47.55101312
2023-155797,50946927144,6/4/2023 21:00,6/5/2023 10:00,6/5/2023 14:45,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F1,NORTH DELRIDGE,56XX BLOCK OF DELRIDGE WAY SW,-122.3629991,47.55101312
2023-155370,50944376917,6/4/2023 21:00,,6/5/2023 8:06,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R2,CLAREMONT/RAINIER VISTA,39XX BLOCK OF M L KING JR WAY S,-122.2967684,47.56982428
2023-155199,50942088450,6/4/2023 21:00,6/4/2023 21:22,6/4/2023 23:36,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SW,F,F3,HIGHLAND PARK,92XX BLOCK OF MYERS WAY S,-122.3332731,47.51867269
2023-155167,50942015433,6/4/2023 20:48,6/4/2023 23:00,6/4/2023 23:00,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,,0,0
2023-155165,50942782877,6/4/2023 20:47,,6/5/2023 2:21,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,R,R3,LAKEWOOD/SEWARD PARK,,0,0
2023-155162,50941616305,6/4/2023 20:41,6/4/2023 21:10,6/4/2023 21:30,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SW,W,W2,MORGAN,56XX BLOCK OF FAUNTLEROY WAY SW,-122.381677,47.551381
2023-155148,50942112360,6/4/2023 20:31,6/4/2023 20:33,6/4/2023 23:48,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,W,W1,ALKI,56XX BLOCK OF SW ADMIRAL WAY,-122.403946,47.577111
2023-909486,50961259046,6/4/2023 20:30,6/5/2023 9:00,6/7/2023 12:42,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U3,ROOSEVELT/RAVENNA,60XX BLOCK OF 28TH AVE NE,-122.2974763,47.67305974
2023-155146,50941537660,6/4/2023 20:30,,6/4/2023 21:12,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N3,GREENWOOD,9XX BLOCK OF N 104TH ST,-122.3460303,47.70433103
2023-155151,50941877051,6/4/2023 20:26,,6/4/2023 22:37,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,N,N3,BITTERLAKE,105XX BLOCK OF AURORA AVE N,-122.3447064,47.70579857
2023-909392,50947531444,6/4/2023 20:00,6/5/2023 8:50,6/5/2023 16:32,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,ROOSEVELT/RAVENNA,75XX BLOCK OF 1ST AVE NE,-122.328303,47.68414308
2023-155117,50941466876,6/4/2023 19:46,,6/4/2023 20:59,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,88XX BLOCK OF 29TH AVE SW,-122.3699261,47.52376274
2023-155118,50942821333,6/4/2023 19:40,,6/5/2023 2:44,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,D,D2,UNKNOWN,MERCER ST / 9TH AVE N,-122.3397415,47.62468686
2023-155113,50941459359,6/4/2023 19:40,6/4/2023 22:30,6/4/2023 20:58,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E1,CAPITOL HILL,16XX BLOCK OF BELLEVUE AVE,-122.3267958,47.61578
2023-155941,50948932966,6/4/2023 19:00,6/5/2023 13:22,6/5/2023 21:40,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R3,COLUMBIA CITY,S ALASKA ST / RAINIER AVE S,-122.2870268,47.56074768
2023-155569,50946481557,6/4/2023 19:00,6/5/2023 6:30,6/5/2023 13:01,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,L,L1,LAKECITY,115XX BLOCK OF 22ND AVE NE,-122.3057719,47.71300967
2023-155071,50941190545,6/4/2023 18:36,6/4/2023 19:09,6/4/2023 19:47,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,G,G1,FIRST HILL,10TH AVE / E FIR ST,-122.3194062,47.60269092
2023-909361,50943720551,6/4/2023 18:35,6/4/2023 19:00,6/5/2023 6:03,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,O,O2,SODO,31XX BLOCK OF AIRPORT WAY S,-122.3214012,47.57623249
2023-155434,50945831329,6/4/2023 18:00,6/5/2023 7:30,6/5/2023 12:02,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,N,J,J3,ROOSEVELT/RAVENNA,,0,0
2023-155467,50945214247,6/4/2023 18:00,6/5/2023 2:30,6/5/2023 10:14,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W2,ALASKA JUNCTION,39XX BLOCK OF SW EDMUNDS ST,-122.3821579,47.55925365
2023-909356,50943684090,6/4/2023 18:00,6/4/2023 18:15,6/5/2023 5:53,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U3,SANDPOINT,36XX BLOCK OF NE 73RD PL,-122.2883985,47.68170464
2023-155026,50940819511,6/4/2023 17:35,6/4/2023 18:00,6/4/2023 18:13,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,POPLAR PL S / S DEAN ST,-122.3125648,47.59547243
2023-909353,50943683136,6/4/2023 17:20,6/4/2023 17:20,6/5/2023 5:53,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,YESLER WAY / OCCIDENTAL AVE S,-122.3328737,47.60172074
2023-154028,50941378922,6/4/2023 16:54,,6/4/2023 12:29,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R2,CLAREMONT/RAINIER VISTA,28XX BLOCK OF S WALDEN ST,-122.2957464,47.57231164
2023-154999,50940657655,6/4/2023 16:49,6/4/2023 16:54,6/4/2023 17:32,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
